Professor_ID,Avg_Rating,Total_Ratings,Professor_Name,Department,Would_Take_Again,Avg_Difficulty
2625163,1,2,Jonathan Guo,Biology,0%,4
2118583,4.1,15,Mik Larsen,History,93%,3.1
2414216,2.3,6,Robert Rois,Languages,34%,3.3
2339213,5,5,Daniel Miller,Biology,100%,2.8
1990139,1.5,2,Nancy Wolf,Computer Science,0%,5
411552,3.9,8,Mary Danico,Sociology,0%,2.5
2556634,3.3,4,Dolores Arredondo,Business,75%,3.8
1935350,2.8,14,David  Amiel,Science,39%,3.3
2621602,1.5,6,Arezoo Marashi,Mathematics,0%,4.5
2343097,3.1,10,Diana Curtis,Mathematics,50%,3.3
2586401,3.5,2,Marissa Meeks,Architecture,50%,3
2499039,4.8,4,Seth Ketron,Business,100%,4
407276,3.7,24,Edward Rocklin,English,75%,4
2473838,5,3,Layal Noureddine,English,100%,2.7
2550053,5,2,Ivana Mora,Anthropology,100%,3
2194437,5,2,Heidi Alcala,Languages,100%,3
1084513,3,2,Richard Zimmer,Urban Design & Development,100%,3
1415670,1.6,5,Maria Belinda Lopez,Hospitality,20%,4.6
2499044,4,2,Michelle Chon,Agriculture,50%,3.5
2233069,3,3,William Corley,English,67%,4.3
2459717,4.8,4,Robert Kochan,Engineering,75%,2.3
2498419,5,5,Shick Yoon,Accounting,100%,2.6
1185916,4,1,Michael Angelo,Engineering,0%,3
2614555,5,1,Eunice Kahng,Agriculture,100%,2
749341,3.9,45,Iskandar Mansour,History,57%,2.8
2308002,3.7,15,Rainy Demerson,Theater,80%,2.2
2404468,3.5,15,Judith Cobb,Business,60%,2.2
2310958,4.8,11,Mimi Thai-Chen,Business,100%,1.7
2393950,2.2,5,Jeanne Lunford-Solis,Law,20%,3.8
2608747,2,1,Michael Keith,Chemistry,0%,4
2607568,5,2,Dennis McFadden,Architecture,100%,3
1387087,2.3,14,Gene Munar,Mathematics,23%,3.6
665723,2,12,Vinita Dhingra,Communication,0%,4.3
2368865,2.8,10,Bill Nelson,Engineering,70%,3.5
562685,4.4,24,Jawa Mariappan,Engineering,100%,3.1
1981271,2.7,16,Kim Hongbum,Marketing,31%,3.7
426953,3.1,15,Mahmood Ibraham,History,50%,3.7
2602885,5,1,Amber Kea-Edwards,Business,100%,1
2602948,3,1,David Whipple,Engineering,100%,2
2533998,5,4,JungJun Park,Finance,100%,3
2491056,5,4,Fermina Aldaco,Biology,100%,2
2592738,3.7,3,Desiree Monarrez,Biology,67%,3
2595886,1.3,3,Lynn Fang,Science,0%,4.7
2572753,4,2,Desiree Sarmiento,Chemistry,100%,3
2118440,4.1,8,Michael Yi,Science,72%,2.4
2488787,5,2,Danisha Lawrence,Management,100%,3
2378659,3,2,David Layton,Education,50%,4
2440707,4.7,3,Ann-Kristin Erdmann,Marketing,100%,3.7
973019,3.4,7,Bell Lopez,Hospitality,50%,4.1
2599433,5,1,Ata Khan,Urban & Regional Planning,100%,3
2599356,5,1,Elisabeth Zeitz,Health Science,100%,1
2529885,4.5,2,Abraham Mata Perez,English,50%,3
2403086,4.8,8,David Dyer,Biology,100%,1.9
2598277,3,1,Emmons McKinney,Geology,0%,2
2598343,4,1,Victor Guerra,Philosophy,100%,3
728006,4.4,9,Allison Baker,English,50%,3
2597189,5,1,Sarah Muray,Sociology,100%,2
665537,3.2,10,Terence G Young,Geography,67%,4.2
959817,1.8,6,Ramesh Kumar,Engineering,0%,3.3
1822947,5,2,Hassan Damerji,Accounting,100%,2
2046877,4.7,10,Kellie Forrester,Economics,100%,3.3
1982645,3.2,7,Richard Estrella,Business,50%,3
2496048,5,2,Thomas Hiel,Music,100%,1
708481,2,6,Gayle Fekete,Theater,0%,3.2
257445,2.7,14,Mike Reibel,Geography,23%,3.3
2292739,4.5,2,Daniel Sorrell,Design,100%,3.5
694304,4.7,10,Edward Merritt,Hospitality,50%,2.7
2579158,1,2,Kirit Dave,Accounting,0%,4
2547933,5,2,Joshua Bricker,Design,100%,3
2421213,3.2,6,Tierra Webb,Chemistry,67%,3.2
1846328,2.3,7,Anna Carlin,Information Science,17%,2
2461800,3.3,3,Tammy Phillips,Design,67%,4.3
2536922,1.5,6,Susan Kolim,Mathematics,0%,3.8
234904,2.1,12,Kazem Darbandi,Technology & Operations Mgmt,0%,4.9
2539486,4.8,5,Felipe Negritto,Computer Information Systems,100%,1.2
1357444,3.6,16,William Saravia,Mathematics,64%,2.9
2570810,5,2,Steve Cancian,Landscape Architecture,100%,5
2563811,5,2,Andrew Thai,Chemistry,100%,2.5
2294694,4.7,6,Lauren White,English,84%,1.8
2560140,4.5,2,Wendy Pylko,Music,100%,1.5
2567239,5,1,Candice Valentine,English,100%,2
2533244,4.3,6,Caitlyn Gumaer,Psychology,84%,2.5
811678,3.8,3,Steven McCauley,Physics,100%,4
2491700,2.7,3,Paul David,Mathematics,34%,3.7
2461998,4.8,5,Jessica Callahan,Sociology,100%,2.6
2083390,2.3,4,Vincent Turner,Accounting,50%,2.5
2558278,3,3,Ester Garcia,Psychology,34%,3
618903,4.4,20,Noel Houck,English,100%,3
2561120,1,2,Michael Montalvo-Castro,Engineering,0%,3
702887,4,1,Stan Wilson,Fine Arts,100%,1
697940,2.7,15,Stephen Sandlin,Geography,58%,2.9
749669,4.4,14,Grant Marler,Philosophy,88%,2.6
2351337,5,3,Michael Garrett,Biology,100%,2.3
2442683,5,6,Diana Velasco,English,100%,3.2
2493942,3.9,9,Sevelyn Vanronk,Psychology,67%,2.8
2555817,5,1,Mohsen Niknejad,Engineering,100%,4
2385075,4.8,9,Jonathan Johannsen,Computer Science,100%,2.7
1610296,4.8,8,Sharon Muehlbacher,Mathematics,100%,3.5
2415243,5,3,Geoffrey Huyck,English,100%,2.7
744993,4.2,11,Barbara Harmer-Garcia,Physical Ed,100%,1.9
2499523,3,1,Xiaoyu Chang,Business,100%,4
2540590,4,1,Brenda Ramirez,Biology,100%,1
1678150,3.3,14,Rodrigo Gomez,English,40%,3.1
706464,3.6,26,Brian Johnson,Psychology,56%,3.3
2448632,1,1,Roni Vivant,English,0%,5
2496533,4,2,Roberto Oregel,Theater,100%,2.5
486982,3,23,Charles Hale,Mathematics,50%,4
580551,4.4,12,Joseph Lim,Mathematics,0%,2.7
660767,3.8,27,Edward Fonda,Agriculture,58%,4.2
2413725,4.7,3,Amanda White,English,100%,3.7
1042453,4.4,9,Michael Page,Chemistry,100%,3.1
2433667,2,4,Danielle McHaskell,Biology,25%,4.3
1696592,3,4,Sheila Espy,Apparel Merchandising,67%,3.8
2449896,5,4,Lauren Tucker,Biology,100%,2.5
2415037,3,2,Dino Buenviaje,History,100%,3
2417197,2.3,7,Caitlin Clarke,Sociology,43%,4.4
2340303,2.9,7,Matthew Whittle,Anthropology,43%,3.3
2488162,2.3,3,Stela Krasteva-McCauley,Sociology,0%,3.7
2052246,3,2,Rupak Das,Engineering,50%,3
442277,4.9,20,Scott Dixon,Philosophy,100%,2.1
401448,4.3,12,Eric McLaughlin,Business,80%,2.8
273434,3.1,38,Dennis Loo,Sociology,18%,4
741534,2.7,23,Jamshid Armand,Physics,43%,3.8
2333670,5,4,Megan Wroe,Social Science,100%,1.8
2511117,3,1,Juan Salazar,Architecture,0%,3
2448957,2.5,2,Christina Runnalls,Mathematics,50%,4
2475323,3.3,3,Brandon Lam,Biology,34%,3.3
517439,2.3,39,Maria Nunez,Mathematics,17%,3.7
2506671,5,1,Ruba Khoury,English,100%,2
2494502,3,2,Joon Sik Kang,Biology,50%,4.5
2301036,2.8,4,Priti Saxena,Agriculture,50%,3.5
1566814,3,6,Laura Chase,Kinesiology,50%,3
2473033,1,4,Ernest Briones,Hospitality,0%,4.8
2299162,3.5,4,Alexander Henderson,Mathematics,50%,4
2460009,5,2,Christopher Corbett,Architecture,100%,1.5
2383056,4,2,Jacob Eagleton,Biology,100%,3.5
2498346,4,1,Vaibhav Gupta,Physics,100%,2
622976,4.2,12,Dorothy Wills,Anthropology,0%,2.2
2497767,5,1,Matthew Slarve,Biology,100%,2
1914082,3.6,6,Kristin Terminel,Chemistry,60%,3.7
2334210,5,1,Shelley Regalado,Science,100%,3
2240114,4.4,7,Laura Brantley,Political Science,86%,1.7
2454190,1.5,2,Stanley Marlow,Management,0%,4
2468869,3,2,Dan Pynn,Economics,50%,2.5
2411760,4.5,2,Gabrielle Plickert,Sociology,100%,3.5
697933,3.4,12,Gerald Price,Engineering,58%,2.3
2439101,5,2,Ashneel Chand,Engineering,100%,1
2459034,3,2,Kimberli Mendez,Biology,50%,2.5
2083395,4.5,12,Daniel Vest,Economics,82%,2.8
2379489,2.3,3,Kan Wang,Computer Science,34%,2.7
1416793,4.6,8,Michelle Lekkerkerk,English,100%,2.4
2240186,2.4,5,Raphael Reyna,Mathematics,20%,3.8
2472410,3,2,Stephanie Meredith,Anthropology,50%,3.5
480049,1.8,14,Linda Smith,Geography,0%,3.1
2201921,3,2,Yi Cheng,Engineering,50%,4.5
2285378,1.6,7,Sabrina Medrano,Biology,0%,3.9
1637070,3.2,6,Gary Cretser,Sociology,0%,2.8
2460898,5,2,Brandon Sakamoto,Computer Information Systems,100%,1
2215839,4.9,13,Charles Sepulveda,Ethnic Studies,100%,2.3
2403087,1.3,4,John Kath,Mathematics,0%,4.3
663259,4.6,8,"Stephen, L Lindsey",Finance,100%,2.9
2440106,1.3,3,Chaz Briscoe,Political Science,0%,3.7
2053385,4,1,Laila Jolla,Engineering,100%,4
959085,3.2,13,Mahmood Heyrat,Physics,40%,2.9
2191415,1.8,4,Ann Acker,Anthropology,25%,3.8
2476662,1,1,Thomas Wang,Computer Science,0%,2
2215656,5,2,Jeyashree Alagarsamy,Biology,100%,2
2471507,5,1,Samy El Sawah,Engineering,100%,4
2239665,4.3,4,Emma Mesrobian,Theater,100%,1.5
1886393,4,2,Fang Tang,Computer Science,100%,3
2230181,1,6,Jody Shu,Engineering,17%,4.8
2212375,4.7,3,Andre Jackson,Agriculture,100%,1
2422277,5,1,Michael Cholbi,Philosophy,100%,4
2038690,5,3,Gina Egan,Fine Arts,100%,2.3
2411381,3,1,Beth Ann Morrison,Agriculture,100%,1
2410620,2.8,4,Nancy Lam,Engineering,50%,1.5
2449160,3,1,Steven Preston,Urban & Regional Planning,0%,3
2287632,4.5,2,Juan Rodriguez,Computer Science,100%,3.5
1635845,4,3,Eugene John Maurey,International Bus. & Marketing,100%,2.3
2299526,4.7,3,Valerie Marino,Psychology,100%,3.3
931937,4.8,4,Nancy Buckley,Biology,100%,4.3
2413264,5,1,Kevin Chrisney,English,100%,3
1043259,3.1,9,Norman Young,Finance,0%,2.9
691897,4.4,8,Irene Daniel,Languages,100%,2.8
2339682,5,4,Angela McKinney,Education,100%,3.3
1839627,4.4,4,Deborah Johnson,Apparel Merchandising,50%,2.8
2212378,5,3,Alec Lewald,Mathematics,100%,2.7
2336991,4.4,7,Candice Donaldson,Psychology,86%,2.3
2240988,4.8,5,Sidharth Lalla,Chemistry,100%,2.8
2445297,5,1,Ernie Briones,Hospitality,100%,3
394763,3.2,12,Steven Curl,Business,67%,3.7
2387724,4,3,Claire Southerland,Agriculture,67%,3.3
546417,3.8,26,Linda F Mollno,History,67%,3.2
1437482,2.4,22,Mary Kay Switzer,Communication,100%,3.5
1188539,3.2,3,Denise Lawrence,Architecture,0%,4.3
2341975,5,2,John McCollum,Sociology,100%,3
2434582,1,1,Rachna Dhir,Chemistry,0%,3
779670,4.9,32,Louis Fossum,Theater,94%,1.4
2384243,2,1,John Chan,Biology,0%,3
2385838,2,1,Michael Speck,Biology,0%,1
2426664,5,1,Christian Ison,Health Science,100%,1
1240776,5,2,Wely Floriano,Biology,100%,2
2292760,1.2,6,Adam Edwards,Physics,0%,4.3
1886430,3,2,Mon Yee,Agriculture,0%,5
352803,3,15,Richard Kirkham,Communication,50%,3.6
2396651,4.5,2,Sean McNamara,English,100%,2.5
535884,4.8,15,Raul Sabado,Political Science,100%,2.9
254296,2,23,Charles F. Amelin,Mathematics,0%,3.8
2264978,1,2,Mandy Mitchell,Philosophy,0%,5
54026,4.3,11,Ronald Peterson,Political Science,100%,2
2352405,1,1,Diego Avalos,Mathematics,0%,4
2380101,5,1,Danielle Valencia,Biology,100%,4
2216107,4.7,7,Esha Ahmed,Economics,100%,2.6
813702,5,1,Jarmila Polet,Science,100%,4
2136425,4.9,7,Devon DeBevoise,Biology,100%,3.6
2343992,5,1,Colin Campbell,Film,100%,2
2378590,5,3,John Pervez,English,100%,2.3
2119398,1,3,Christopher Gilbert,Accounting,0%,4
2351658,1.5,2,Ahmed Elaksher,Engineering,0%,2
869062,4.6,21,Lois Hoyt,Management,84%,2.3
1797551,4.4,6,Stephen O'Sullivan,Communication,100%,2.7
905435,5,3,Amy Bledsoe,Engineering,100%,1.7
2373783,2,4,scott dexter,Law,25%,4
2185291,4.3,11,Jesus Navarro,Mathematics,82%,2.8
2238294,4,1,Mario Alvarez,Engineering,100%,2
2350200,1,1,Jessica Cerezo-Roman,Anthropology,0%,4
2371491,1,1,Maria Del Rosario Pradel,Art History,0%,3
774285,2.8,19,Larry Goldman,Psychology,25%,3.4
1751920,5,6,Rebecca Laubie,Education,100%,1.3
2377824,4,1,Majd Hasn,Engineering,100%,4
2208850,4.5,4,Scott Giatpaiboon,Chemistry,100%,3.5
1732394,4.8,2,Kim Do,Urban Design & Development,100%,4
908351,4.4,12,Kristine Hartney,Biology,100%,2.6
2350851,4,3,Wesley Avery,Finance,67%,2.7
2343256,5,2,Esther Martinez,Mathematics,100%,2.5
1860542,3.6,4,Megan Gendreau,Philosophy,0%,4
235575,2.1,25,Chris Robledo,Chemistry,0%,3.8
2216986,4.8,6,Lauren Meeks,Agriculture,100%,3
1537134,3.3,6,James Alderson,Animal Science,100%,4.2
1882189,4,2,Linda Mollno,Social Science,100%,3
946087,3.4,5,Cynthia L. Sherman,Management,67%,3
2313529,1,3,Michael Papadopoulos,Engineering,0%,3.7
1192638,4.3,10,Linda Tucker,Apparel Merchandising,75%,2.2
2170364,4.7,3,Richard Anderson,Communication,100%,1.7
685732,4.9,6,Jeff Brown,Hospitality,100%,1.2
792636,1.6,4,Kai Lam,Physics,0%,4.8
2236839,4,1,Marta Albala-Pelegrin,English,100%,4
1954799,3.8,6,Nelson Pizzaro,Business,100%,2.7
2351269,2.7,3,Ran Zhang,Business,67%,3.3
878555,3.4,7,Gwen Urey,Urban Design & Development,100%,3.4
698109,4.4,4,Richard Navarro,Ethnic Studies,100%,2.3
2321892,3.3,3,Theodore Mayeshiba,Engineering,67%,3
2183482,1.5,2,Debbie Kunath,Geology,0%,4
2342398,5,2,Daniel Staylor,English,100%,3.5
2351050,1,1,Rachel Vassar,Architecture,0%,4
2352664,4,1,Daniel Nolan,Geology,100%,3
2268122,4.4,5,Eleonora Rossi,Psychology,100%,3
2352432,4,1,Brenda Jaimes,Communication,100%,3
2306276,4,2,Laura Zlotowski,Sociology,50%,3.5
2295503,5,1,Heidi Arndt,English,100%,2
2351659,4,1,Ana Guerrero,Engineering,0%,3
2238122,3.3,3,Alexander Howard,Communication,67%,3.7
892928,4.7,9,Jaime Martinez Jr.,Economics,100%,1.9
749382,3.3,3,Adam Thomas Van Wart,Chemistry,100%,2.7
2348864,5,1,Andrea Metzer,Health Science,100%,2
1477692,5,3,Mitsuo Kobayashi,Mathematics,100%,1.3
2289447,5,1,Gerald Taylor,Architecture,100%,3
2285398,2.1,10,Anita Mihecoby,Psychology,30%,3.4
2221302,4,3,Brian Stone,English,100%,3
2344049,5,1,Christopher Colizzi,Engineering,100%,2
2221878,2.6,5,Jesse Waite,Mathematics,20%,3.4
1113582,4.7,13,Pablo-Raul Arreola,History,50%,2.9
2241797,5,1,Patricia DeFreitas,Ethnic Studies,100%,3
666558,3,19,Chari Pradel,Art History,100%,3.6
2161785,3.5,4,James Hays,English,75%,3
2213259,1,2,Sukhwinder Sandhu,Engineering,0%,5
2177639,4.8,6,David Reed,Political Science,100%,2.3
1916332,4.8,4,Valerie Mellano,Agriculture,67%,3.3
2174715,5,1,Sampath Jayarathna,Computer Science,100%,2
1460830,1.4,12,Asha Khakpour,Physics,0%,3.3
2208483,5,3,James Schneider,Information Science,100%,2
542701,3.4,11,Lowell Herr,Philosophy,67%,2.1
730851,4.1,4,Jacolyn Pacleb,Ethnic Studies,100%,1.3
2172556,4,1,Anthony Lu,Chemistry,100%,3
744424,2,18,Youri Agvanian,Mathematics,25%,3.4
2115003,3.2,6,Gloria Sweida,Business,50%,4.2
1864155,2.6,10,Tiffany Ho,Mathematics,17%,3.9
456814,2.7,11,Mohammad Safarzadeh,Economics,0%,3.6
1313838,1.4,4,Becerra James,Landscape Architecture & Regional Planning,0%,4
478244,3.6,15,Rajan Chandra,Engineering,0%,3.5
2238965,5,1,Jayson Smith,Biology,100%,2
1961608,5,2,Matthew Pineda,Mathematics,100%,1.5
1790529,4.8,2,Shaimaa Ewais,Business,100%,1.5
811897,4.7,20,Jennifer Yaffee,Psychology,100%,1.8
1975635,4.2,3,Sandra Evans,Communication,100%,3
2039675,5,3,Denton Mosier,Management,100%,2.3
2237964,4.5,2,Joseph Afework,Computer Science,100%,3.5
503556,2.8,10,Alemseghed Abraha,Chemistry,100%,3.4
701441,3.3,8,Gail Waters,Business,100%,2
905820,2.8,10,Nancy Alvarado,Psychology,0%,3.8
2021895,3.3,2,Amanda  Marsh,Agriculture,0%,3
2261610,4.5,2,Wess Gates,Engineering,100%,3.5
731148,3.1,15,Sing Lit Leung,Mathematics,20%,2.6
2261278,3,1,Mikayla Smith,Sociology,0%,3
238760,4.3,14,Edward Walton,Science,100%,1.9
2192736,2,2,Mark (Khanik) Kerobyan,Mathematics,0%,3.5
1977440,4.7,7,Gregory Maxwell,Management,100%,1.7
1886395,4.5,6,Tracy Nguyen,Mathematics,100%,2.8
2009534,3.7,3,Hafedh Herichi,Mathematics,0%,3.7
2116065,1.6,5,Kevin Lee,Physics,20%,3.8
275788,4.4,12,Dave Guin,Communication,100%,2.8
352807,4.8,12,Glen Golden,English,100%,2.5
2125117,5,6,Ruben Yuriar,Mathematics,100%,3
435560,3.2,16,D. Whitson,Hospitality,0%,3.9
2213266,1.4,5,Brian Rolle,Mathematics,0%,4.2
2239784,4,1,Gaurav Prajapati,Biology,100%,3
536880,3.6,12,Anne Stabolepszy,Fine Arts,67%,1.9
1936562,3.5,3,Jorge Moreno,Physics,100%,3.7
1935789,4.3,17,Jon  Haghayeghi,Finance,75%,2.9
487198,2.2,10,Mohammad Chizari,Mathematics,0%,3.6
861523,2.5,4,Anwar Salimi,Accounting,100%,1.5
1590155,5,2,Ryan Leack,English,100%,1
2237273,5,1,Andrew Cochran,English,100%,3
433241,4,18,O. David Mylander,Physics,100%,2.9
2236088,5,1,Steve Jankly,Computer Science,100%,2
2184400,2.7,9,Nancy Molina-Rogers,Communication,45%,3.7
672393,3.3,9,Gabriel George Georgiades,Engineering,100%,3.6
688964,3.4,8,Wayne D Rowe,Fine Arts,0%,2.6
2118845,5,3,Jason Vick,Political Science,100%,1.3
1651821,5,2,Gopal Patel,Law,100%,2.5
2216275,3.7,3,Raymundo Deras,Engineering,67%,3
887136,3.4,21,Stacy McGoldrick,Sociology,100%,2.7
2231265,4,1,Robert Eleuteri,Mathematics,100%,3
479971,4.9,6,Mandayam Srinivas,Computer Science,100%,2.5
2230989,5,1,Tiffany Smith,Ethnic Studies,100%,4
1963327,1.6,5,Wajeeha Mazhar,Health Science,0%,3.8
2227326,5,1,Linda Tucker,Management,100%,1
721040,2.1,12,Subhash Malakar,Mathematics,50%,4.1
2222496,3,1,Sean Smith,Mathematics,100%,3
1991195,5,2,Patricia Vining,Graphic Arts,100%,3
1880950,4.7,16,Huma Malik,Biology,50%,2.2
1249501,4.8,3,Jerry Taylor,Landscape Architecture & Regional Planning,100%,3.3
1969608,2,1,Meghana Rao,Business,0%,4
1191453,2.3,2,Lloyd Ferguson,Engineering,0%,5
2219474,5,1,Lauren Briggs,Biology,100%,3
2213211,5,1,Francisca Herrera,Biology,100%,4
698076,4,14,Sharon Rachele,Anthropology,100%,2.3
2216309,1,1,David Navarro,Marketing,0%,4
2214741,1,1,Jose Herrasti,Architecture,0%,4
1676247,4.6,5,James Clark,Biology,100%,2.4
630647,3.7,7,Jill Adler,Biology,100%,4
894417,3.8,9,Joseph Berk,Engineering,100%,2.4
1880667,4.7,3,Ryan Sarancha,English,100%,1.7
1797184,4.3,3,Daniel Yuhasz,Urban Design & Development,100%,2.3
2205042,4,1,Bruce Warner,Theater,100%,2
2204824,2,1,Brittany Bras,Communication,0%,3
1450463,2,12,Leopoldo Lovelace,Political Science,0%,3
935912,2.5,7,Joyce Emilio,Business,100%,2.7
1048742,3.5,5,Juanita Roxas,Business,100%,3
2170705,5,2,Paul Lehman-Schletewitz,English,100%,3.5
2096616,1.5,2,Orland Mylander,Physics,0%,4.5
2161783,4.5,2,Haleh Golestani,Biology,100%,2
1221667,3.6,7,David Marcroft,Mechanical Engineering,100%,3.9
11420,3.3,29,Peter Dashner,Engineering,100%,4.3
2177949,5,1,Christopher Lee,Chemistry,100%,3
1967055,4.8,8,Kevin McCaffree,Sociology,100%,1.5
1294869,3.2,18,Jonathan Kinnick,Economics,0%,3.1
1566790,4.3,3,Kenneth Hansen,Kinesiology,100%,3
2110592,1.5,3,Ed Pearson,Biology,0%,4.3
2166128,5,1,Farhana Abedin,Engineering,100%,2
493775,3.6,19,Michele Rash,Agriculture,100%,1.6
441069,3.3,13,David Lord,Anthropology,100%,3.2
2110108,4.5,3,Paul Morgan,Sociology,100%,2.7
126939,2.4,7,Halina Przymusinska,Computer Science,0%,4.1
2120646,4.3,3,Sierra Powell,Political Science,50%,2.3
1798619,2.2,9,Brigitte Hees,History,0%,2.4
825953,4.1,10,Yancy Duncan,Communication,0%,1.6
1859957,3.1,8,Aubrey Fine,Education,100%,3.6
2152306,4,1,Liesel Sharabi,Communication,100%,3
489467,3.8,5,Judith Anderson,History,0%,1.8
1884475,3.6,5,Virgil Lee,Chemistry,100%,2.8
1981149,4.9,8,Jason Pittman,Computer Science,100%,2.8
2148700,4,1,Patricia Cerda-Lizarraga,Psychology,100%,2
659368,4,9,Toni Humber,Ethnic Studies,N/A,2
2139200,1,2,Adam Marentes,Biology,N/A,3
2146293,1.5,1,Christine Johnson,Humanities,N/A,3
659365,3.5,3,David Steele,Biology,N/A,4
2146761,5,1,Sepehr Eskandari,Biology,N/A,1
859934,1,7,Fazal Kauser,Engineering,N/A,4.4
701450,4,2,Bobby Laird,Music,N/A,2
698157,2.5,14,Parvin Abyaneh,Ethnic Studies,N/A,3.2
2092929,4.4,10,Rebecca Bowers,English,N/A,2.9
734374,2.5,9,Kris Mudunuri,Mathematics,N/A,3.7
699727,4.5,10,Richard W Bray,English,N/A,2
771175,2.3,10,Marshall Osman,Philosophy,N/A,3.5
1912803,4.8,15,Levi Pineda,Mathematics,N/A,2
54634,4,17,Judith Bogdanoff-Lord,Science,N/A,2.6
1906865,3.5,1,Jessica Kizer,Sociology,N/A,2
631222,4.4,9,Kasim Alimahomed,Communication,N/A,1.7
1877424,4.8,6,Jason Labau,History,N/A,2.3
2118662,4.5,1,Marcela Sanchez,Biology,N/A,4
2118477,4,1,Jing Wang,Political Science,N/A,3
1873045,3.4,7,Berton Emerson,English,N/A,3.3
2085316,3.5,1,Hsi-Jen Yeh,Engineering,N/A,3
1879841,2.3,3,Jeffery Eisenmann,Theater,N/A,2
1047722,3.3,9,James Rego,Chemistry,N/A,4.2
938506,4.8,8,James F Stephenson,Chemistry,N/A,1.5
2109848,2.5,1,Curtis Shumaker,English,N/A,1
1924358,4,1,Jason Dineros,Hospitality,N/A,4
2056367,2.5,1,Jamal Shweikeh,Engineering,N/A,3
1984027,5,2,Parmeet Kohli,Engineering,N/A,2.5
2104545,2.5,1,Melissa Robinson,Geology,N/A,4
2022252,4.3,2,Gwen D'Arcangelis,English,N/A,3
2097633,4.5,1,Joanne Sy,Mathematics,N/A,2
1908222,2,1,Marissa Case,Mathematics,N/A,4
1993652,4.8,2,Courtney Buchanan,Anthropology,N/A,2.5
2088116,1,1,Evelynn Phelps,Biology,N/A,4
2090606,1.5,1,Perry Cheung,Engineering,N/A,5
1415673,4.5,3,Dawn Taccone,Hospitality,N/A,1.7
750173,2.8,18,Phyll Englert,Psychology,N/A,2.4
362579,2.1,14,Hector Mireles,Physics,N/A,3.9
2042585,4.5,1,Brett-Claire Monks,Biology,N/A,2
2085718,5,1,Ahmad Motameni,Political Science,N/A,1
657774,3.1,4,Hany J Farran,Civil Engineering,N/A,2.5
973021,2.8,7,Eddie Mao,Hospitality,N/A,3.1
2017003,4.7,3,Nicholas Pantic,Computer Science,N/A,3
2080052,1,1,David Lee,Physics,N/A,5
1990533,4.3,2,Sarah Cary,Biology,N/A,1.5
1529326,2.9,5,Muditha Senanayake,Apparel Merchandising,N/A,4.2
2060723,4,1,Lori Smith,Health Science,N/A,2
677097,4.6,15,Michael Wang,Mathematics,N/A,1.9
1116564,3.4,7,Lynda Rush,Economics,N/A,3.3
660764,4.6,7,Maureen Burton,Economics,N/A,2.4
735579,3,2,Rebecca Lowry,Architecture,N/A,4.5
1834952,3.8,2,Kyle Myrick,Geography,N/A,2.5
1883795,1.8,4,Richard Webster,Mathematics,N/A,4.3
130385,4,1,Babette Mayor,Graphic Arts,N/A,3
518729,3.4,22,Wendy Slatkin,Art History,N/A,3.5
678452,1.6,8,Wendy Wanderman,Engineering,N/A,4.9
1149529,2.2,8,Ahmed Abo-Hebeish,Accounting,N/A,4.3
1997631,3.5,1,Tao Jiao,Business,N/A,3
860260,2.4,4,David Still,Agriculture,N/A,4
2018961,2.6,4,Zuyen Urbina,Hospitality,N/A,4.5
1623669,3.1,4,Gyan Ahluwalia,Computer Science,N/A,2.3
1702801,4.9,5,Tony Medina,Mathematics,N/A,2.6
1995142,4.5,1,Sarineh Zadorian,Biology,N/A,1
1994300,4,1,Duncan McKee,Agriculture,N/A,1
1994306,3,1,Shelley Doonan,Culinary Arts,N/A,1
1991401,2.3,3,Derek  Firl,English,N/A,3
1982886,2.5,1,April Hankins,Physics,N/A,3
549737,4,11,Carol Bliss,Communication,N/A,2.2
1878817,4,1,Patrick Kidd,Biology,N/A,3
1992927,5,1,Thu  Dinh,Mathematics,N/A,1
349752,4.7,12,Frederick Capossela,Marketing,N/A,2.1
1879468,1,2,Rashid Khan,Communication,N/A,3.5
276226,3,14,Terry Bening,English,N/A,3.1
1804474,3.4,8,Peter Banda,Mathematics,N/A,3.5
589894,3.4,23,John Pohlmann,History,N/A,3.2
533187,4.4,6,Olukemi Sawyerr,Business,N/A,3.5
1965150,2.3,2,Heather Bennett,History,N/A,3.5
1989647,5,1,Audra Harl,Science,N/A,3
658426,2.3,5,Sima Parisay,Engineering,N/A,4.6
906411,3.8,8,Xuehe Zheng,Chemistry,N/A,2.3
1094950,4.9,8,Jennifer Terrazas,Chemistry,N/A,2.6
1983475,2.5,1,Christopher  Lee,Biology,N/A,2
1979848,2.5,1,Joanne Van Boxtel,Education,N/A,4
959632,3.5,1,Lyle McCurdy,Engineering,N/A,3
1920595,2.8,3,Scott  Gilje,Chemistry,N/A,3.3
1873752,4.2,5,Abdelati Krimi,Technology & Operations Mgmt,N/A,2.8
12204,3.4,10,Deborah Meadows,English,N/A,2.4
1330573,4,3,Bettina Casad,Psychology,N/A,3.7
1965849,4.5,1,Dileshni Tilakawardane,Biology,N/A,2
1224156,3.5,11,Nestor Ruiz,Economics,N/A,3.8
1963319,4.5,1,Michael Vadman,Geology,N/A,3
360204,3.6,10,Jennifer Humphries-Terr,Chemistry,N/A,2.8
350031,3.4,11,Joe Hannibal,Fine Arts,N/A,2.3
1873043,4.5,2,Danielle Cofer,English,N/A,5
